,,bac,csi,f05,f1s,f2s,fnr,fom,fpr,inf,mcc,mk,npv,ppv,tnr,tpr,thr
LIPNet,DP03909,0.5,0.054,0.067,0.102,0.222,0.0,1.0,1.0,0.0,0.0,-0.946,0.0,0.054,0.0,1.0,0.014
LIPNet,DP03912,0.5,0.051,0.063,0.097,0.212,0.0,1.0,1.0,0.0,0.0,-0.949,0.0,0.051,0.0,1.0,0.014
LIPNet,DP03913,0.5,0.086,0.105,0.158,0.32,0.0,1.0,1.0,0.0,0.0,-0.914,0.0,0.086,0.0,1.0,0.014
LIPNet,DP03914,0.5,0.814,0.845,0.897,0.956,0.0,1.0,1.0,0.0,0.0,-0.186,0.0,0.814,0.0,1.0,0.014
LIPNet,DP03915,0.5,0.034,0.042,0.066,0.15,0.0,1.0,1.0,0.0,0.0,-0.966,0.0,0.034,0.0,1.0,0.014
LIPNet,DP03916,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP03920,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP03921,0.5,0.148,0.178,0.258,0.465,0.0,1.0,1.0,0.0,0.0,-0.852,0.0,0.148,0.0,1.0,0.014
LIPNet,DP03923,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP03927,0.5,0.587,0.64,0.74,0.877,0.0,1.0,1.0,0.0,0.0,-0.413,0.0,0.587,0.0,1.0,0.014
LIPNet,DP03929,0.901,0.901,0.978,0.948,0.919,0.099,1.0,,,0.0,0.0,0.0,1.0,,0.901,0.014
LIPNet,DP03930,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP03931,0.5,0.844,0.871,0.915,0.964,0.0,1.0,1.0,0.0,0.0,-0.156,0.0,0.844,0.0,1.0,0.014
LIPNet,DP03933,0.5,0.57,0.624,0.726,0.869,0.0,1.0,1.0,0.0,0.0,-0.43,0.0,0.57,0.0,1.0,0.014
LIPNet,DP03934,0.5,0.597,0.649,0.748,0.881,0.0,1.0,1.0,0.0,0.0,-0.403,0.0,0.597,0.0,1.0,0.014
LIPNet,DP03935,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP03937,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP03938,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP03939,0.5,0.129,0.156,0.229,0.425,0.0,1.0,1.0,0.0,0.0,-0.871,0.0,0.129,0.0,1.0,0.014
LIPNet,DP03940,0.5,0.12,0.146,0.214,0.405,0.0,1.0,1.0,0.0,0.0,-0.88,0.0,0.12,0.0,1.0,0.014
LIPNet,DP03941,0.5,0.7,0.745,0.824,0.921,0.0,1.0,1.0,0.0,0.0,-0.3,0.0,0.7,0.0,1.0,0.014
LIPNet,DP03942,0.508,0.033,0.041,0.064,0.146,0.0,0.0,0.983,0.017,0.023,0.033,1.0,0.033,0.017,1.0,0.014
LIPNet,DP03943,0.5,0.024,0.03,0.047,0.109,0.0,1.0,1.0,0.0,0.0,-0.976,0.0,0.024,0.0,1.0,0.014
LIPNet,DP03947,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP03948,0.5,0.213,0.253,0.351,0.575,0.0,1.0,1.0,0.0,0.0,-0.787,0.0,0.213,0.0,1.0,0.014
LIPNet,DP03950,0.507,0.133,0.161,0.235,0.434,0.0,0.0,0.985,0.015,0.045,0.133,1.0,0.133,0.015,1.0,0.014
LIPNet,DP03951,0.5,0.24,0.283,0.387,0.612,0.0,1.0,1.0,0.0,0.0,-0.76,0.0,0.24,0.0,1.0,0.014
LIPNet,DP03972,0.5,0.029,0.036,0.056,0.13,0.0,1.0,1.0,0.0,0.0,-0.971,0.0,0.029,0.0,1.0,0.014
LIPNet,DP03973,0.5,0.026,0.032,0.051,0.118,0.0,1.0,1.0,0.0,0.0,-0.974,0.0,0.026,0.0,1.0,0.014
LIPNet,DP03974,0.5,0.16,0.192,0.276,0.488,0.0,1.0,1.0,0.0,0.0,-0.84,0.0,0.16,0.0,1.0,0.014
LIPNet,DP03978,0.5,0.019,0.024,0.037,0.088,0.0,1.0,1.0,0.0,0.0,-0.981,0.0,0.019,0.0,1.0,0.014
LIPNet,DP03979,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP03980,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP03982,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP03984,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP03985,0.5,0.105,0.128,0.19,0.37,0.0,1.0,1.0,0.0,0.0,-0.895,0.0,0.105,0.0,1.0,0.014
LIPNet,DP03988,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP03989,0.5,0.41,0.465,0.582,0.777,0.0,1.0,1.0,0.0,0.0,-0.59,0.0,0.41,0.0,1.0,0.014
LIPNet,DP03990,0.5,0.249,0.293,0.399,0.624,0.0,1.0,1.0,0.0,0.0,-0.751,0.0,0.249,0.0,1.0,0.014
LIPNet,DP03992,0.5,0.112,0.136,0.201,0.387,0.0,1.0,1.0,0.0,0.0,-0.888,0.0,0.112,0.0,1.0,0.014
LIPNet,DP03993,0.5,0.078,0.096,0.145,0.297,0.0,1.0,1.0,0.0,0.0,-0.922,0.0,0.078,0.0,1.0,0.014
LIPNet,DP03994,0.5,0.136,0.164,0.239,0.44,0.0,1.0,1.0,0.0,0.0,-0.864,0.0,0.136,0.0,1.0,0.014
LIPNet,DP03995,0.5,0.103,0.126,0.187,0.365,0.0,1.0,1.0,0.0,0.0,-0.897,0.0,0.103,0.0,1.0,0.014
LIPNet,DP03996,0.5,0.179,0.214,0.304,0.522,0.0,1.0,1.0,0.0,0.0,-0.821,0.0,0.179,0.0,1.0,0.014
LIPNet,DP03997,0.5,0.168,0.202,0.288,0.502,0.0,1.0,1.0,0.0,0.0,-0.832,0.0,0.168,0.0,1.0,0.014
LIPNet,DP03998,0.5,0.097,0.118,0.177,0.349,0.0,1.0,1.0,0.0,0.0,-0.903,0.0,0.097,0.0,1.0,0.014
LIPNet,DP03999,0.5,0.25,0.294,0.4,0.625,0.0,1.0,1.0,0.0,0.0,-0.75,0.0,0.25,0.0,1.0,0.014
LIPNet,DP04002,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04005,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04006,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04007,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04008,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04009,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04010,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04011,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04012,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04014,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04015,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04016,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04017,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04018,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04019,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04020,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04022,0.5,0.119,0.144,0.213,0.403,0.0,1.0,1.0,0.0,0.0,-0.881,0.0,0.119,0.0,1.0,0.014
LIPNet,DP04023,0.5,0.211,0.251,0.348,0.572,0.0,1.0,1.0,0.0,0.0,-0.789,0.0,0.211,0.0,1.0,0.014
LIPNet,DP04024,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04026,0.5,0.033,0.041,0.064,0.146,0.0,1.0,1.0,0.0,0.0,-0.967,0.0,0.033,0.0,1.0,0.014
LIPNet,DP04027,0.5,0.03,0.037,0.058,0.134,0.0,1.0,1.0,0.0,0.0,-0.97,0.0,0.03,0.0,1.0,0.014
LIPNet,DP04028,0.5,0.257,0.302,0.409,0.634,0.0,1.0,1.0,0.0,0.0,-0.743,0.0,0.257,0.0,1.0,0.014
LIPNet,DP04029,0.5,0.132,0.16,0.233,0.432,0.0,1.0,1.0,0.0,0.0,-0.868,0.0,0.132,0.0,1.0,0.014
LIPNet,DP04030,0.5,0.079,0.097,0.146,0.3,0.0,1.0,1.0,0.0,0.0,-0.921,0.0,0.079,0.0,1.0,0.014
LIPNet,DP04032,0.502,0.29,0.338,0.45,0.671,0.0,0.0,0.997,0.003,0.03,0.29,1.0,0.29,0.003,1.0,0.014
LIPNet,DP04033,0.5,0.419,0.474,0.591,0.783,0.0,1.0,1.0,0.0,0.0,-0.581,0.0,0.419,0.0,1.0,0.014
LIPNet,DP04035,0.5,0.033,0.041,0.064,0.146,0.0,1.0,1.0,0.0,0.0,-0.967,0.0,0.033,0.0,1.0,0.014
LIPNet,DP04036,0.5,0.122,0.148,0.217,0.41,0.0,1.0,1.0,0.0,0.0,-0.878,0.0,0.122,0.0,1.0,0.014
LIPNet,DP04038,0.5,0.032,0.04,0.062,0.142,0.0,1.0,1.0,0.0,0.0,-0.968,0.0,0.032,0.0,1.0,0.014
LIPNet,DP04040,0.5,0.054,0.067,0.102,0.222,0.0,1.0,1.0,0.0,0.0,-0.946,0.0,0.054,0.0,1.0,0.014
LIPNet,DP04042,0.5,0.029,0.036,0.056,0.13,0.0,1.0,1.0,0.0,0.0,-0.971,0.0,0.029,0.0,1.0,0.014
LIPNet,DP04044,0.5,0.146,0.176,0.255,0.461,0.0,1.0,1.0,0.0,0.0,-0.854,0.0,0.146,0.0,1.0,0.014
LIPNet,DP04045,0.5,0.109,0.133,0.197,0.38,0.0,1.0,1.0,0.0,0.0,-0.891,0.0,0.109,0.0,1.0,0.014
LIPNet,DP04046,0.5,0.093,0.114,0.17,0.339,0.0,1.0,1.0,0.0,0.0,-0.907,0.0,0.093,0.0,1.0,0.014
LIPNet,DP04051,0.5,0.052,0.064,0.099,0.215,0.0,1.0,1.0,0.0,0.0,-0.948,0.0,0.052,0.0,1.0,0.014
LIPNet,DP04052,0.5,0.01,0.012,0.02,0.048,0.0,1.0,1.0,0.0,0.0,-0.99,0.0,0.01,0.0,1.0,0.014
LIPNet,DP04055,0.5,0.028,0.035,0.054,0.126,0.0,1.0,1.0,0.0,0.0,-0.972,0.0,0.028,0.0,1.0,0.014
LIPNet,DP04056,0.5,0.269,0.315,0.424,0.648,0.0,1.0,1.0,0.0,0.0,-0.731,0.0,0.269,0.0,1.0,0.014
LIPNet,DP04057,0.5,0.14,0.169,0.246,0.449,0.0,1.0,1.0,0.0,0.0,-0.86,0.0,0.14,0.0,1.0,0.014
LIPNet,DP04058,0.5,0.112,0.136,0.201,0.387,0.0,1.0,1.0,0.0,0.0,-0.888,0.0,0.112,0.0,1.0,0.014
LIPNet,DP04059,0.5,0.052,0.064,0.099,0.215,0.0,1.0,1.0,0.0,0.0,-0.948,0.0,0.052,0.0,1.0,0.014
LIPNet,DP04060,0.5,0.061,0.075,0.115,0.245,0.0,1.0,1.0,0.0,0.0,-0.939,0.0,0.061,0.0,1.0,0.014
LIPNet,DP04062,0.5,0.012,0.015,0.024,0.057,0.0,1.0,1.0,0.0,0.0,-0.988,0.0,0.012,0.0,1.0,0.014
LIPNet,DP04063,0.508,0.129,0.156,0.229,0.425,0.0,0.0,0.983,0.017,0.046,0.129,1.0,0.129,0.017,1.0,0.014
LIPNet,DP04064,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04065,0.501,0.17,0.204,0.291,0.506,0.0,0.0,0.998,0.002,0.02,0.17,1.0,0.17,0.002,1.0,0.014
LIPNet,DP04066,0.5,0.036,0.045,0.069,0.157,0.0,1.0,1.0,0.0,0.0,-0.964,0.0,0.036,0.0,1.0,0.014
LIPNet,DP04068,0.5,0.241,0.284,0.388,0.614,0.0,1.0,1.0,0.0,0.0,-0.759,0.0,0.241,0.0,1.0,0.014
LIPNet,DP04072,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04084,0.5,0.058,0.071,0.11,0.235,0.0,1.0,1.0,0.0,0.0,-0.942,0.0,0.058,0.0,1.0,0.014
LIPNet,DP04087,0.5,0.017,0.021,0.033,0.08,0.0,1.0,1.0,0.0,0.0,-0.983,0.0,0.017,0.0,1.0,0.014
LIPNet,DP04089,0.5,0.064,0.079,0.12,0.255,0.0,1.0,1.0,0.0,0.0,-0.936,0.0,0.064,0.0,1.0,0.014
LIPNet,DP04090,0.5,0.103,0.126,0.187,0.365,0.0,1.0,1.0,0.0,0.0,-0.897,0.0,0.103,0.0,1.0,0.014
LIPNet,DP04091,0.5,0.069,0.085,0.129,0.27,0.0,1.0,1.0,0.0,0.0,-0.931,0.0,0.069,0.0,1.0,0.014
LIPNet,DP04092,0.5,0.129,0.156,0.229,0.425,0.0,1.0,1.0,0.0,0.0,-0.871,0.0,0.129,0.0,1.0,0.014
LIPNet,DP04096,0.5,0.063,0.078,0.119,0.252,0.0,1.0,1.0,0.0,0.0,-0.937,0.0,0.063,0.0,1.0,0.014
LIPNet,DP04097,0.5,0.654,0.703,0.791,0.904,0.0,1.0,1.0,0.0,0.0,-0.346,0.0,0.654,0.0,1.0,0.014
LIPNet,DP04102,0.5,0.064,0.079,0.12,0.255,0.0,1.0,1.0,0.0,0.0,-0.936,0.0,0.064,0.0,1.0,0.014
LIPNet,DP04103,0.5,0.112,0.136,0.201,0.387,0.0,1.0,1.0,0.0,0.0,-0.888,0.0,0.112,0.0,1.0,0.014
LIPNet,DP04110,0.5,0.175,0.21,0.298,0.515,0.0,1.0,1.0,0.0,0.0,-0.825,0.0,0.175,0.0,1.0,0.014
LIPNet,DP04118,0.5,0.293,0.341,0.453,0.674,0.0,1.0,1.0,0.0,0.0,-0.707,0.0,0.293,0.0,1.0,0.014
LIPNet,DP04122,0.5,0.077,0.094,0.143,0.294,0.0,1.0,1.0,0.0,0.0,-0.923,0.0,0.077,0.0,1.0,0.014
LIPNet,DP04125,0.5,0.246,0.29,0.395,0.62,0.0,1.0,1.0,0.0,0.0,-0.754,0.0,0.246,0.0,1.0,0.014
LIPNet,DP04126,0.5,0.017,0.021,0.033,0.08,0.0,1.0,1.0,0.0,0.0,-0.983,0.0,0.017,0.0,1.0,0.014
LIPNet,DP04127,0.5,0.349,0.401,0.517,0.728,0.0,1.0,1.0,0.0,0.0,-0.651,0.0,0.349,0.0,1.0,0.014
LIPNet,DP04128,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04130,0.5,0.231,0.273,0.375,0.6,0.0,1.0,1.0,0.0,0.0,-0.769,0.0,0.231,0.0,1.0,0.014
LIPNet,DP04131,0.5,0.129,0.156,0.229,0.425,0.0,1.0,1.0,0.0,0.0,-0.871,0.0,0.129,0.0,1.0,0.014
LIPNet,DP04132,0.5,0.326,0.377,0.492,0.707,0.0,1.0,1.0,0.0,0.0,-0.674,0.0,0.326,0.0,1.0,0.014
LIPNet,DP04133,0.5,0.311,0.361,0.474,0.693,0.0,1.0,1.0,0.0,0.0,-0.689,0.0,0.311,0.0,1.0,0.014
LIPNet,DP04134,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04139,0.489,0.71,0.761,0.83,0.913,0.022,1.0,1.0,-0.022,-0.078,-0.279,0.0,0.721,0.0,0.978,0.014
LIPNet,DP04140,0.5,0.099,0.121,0.18,0.355,0.0,1.0,1.0,0.0,0.0,-0.901,0.0,0.099,0.0,1.0,0.014
LIPNet,DP04141,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04142,0.5,0.135,0.163,0.238,0.438,0.0,1.0,1.0,0.0,0.0,-0.865,0.0,0.135,0.0,1.0,0.014
LIPNet,DP04144,0.5,0.184,0.22,0.311,0.53,0.0,1.0,1.0,0.0,0.0,-0.816,0.0,0.184,0.0,1.0,0.014
LIPNet,DP04145,0.5,0.171,0.205,0.292,0.508,0.0,1.0,1.0,0.0,0.0,-0.829,0.0,0.171,0.0,1.0,0.014
LIPNet,DP04148,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04149,0.5,0.306,0.355,0.469,0.688,0.0,1.0,1.0,0.0,0.0,-0.694,0.0,0.306,0.0,1.0,0.014
LIPNet,DP04151,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04152,0.5,0.513,0.568,0.678,0.84,0.0,1.0,1.0,0.0,0.0,-0.487,0.0,0.513,0.0,1.0,0.014
LIPNet,DP04153,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04154,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04155,0.5,0.166,0.199,0.285,0.499,0.0,1.0,1.0,0.0,0.0,-0.834,0.0,0.166,0.0,1.0,0.014
LIPNet,DP04156,0.5,0.272,0.318,0.428,0.651,0.0,1.0,1.0,0.0,0.0,-0.728,0.0,0.272,0.0,1.0,0.014
LIPNet,DP04157,0.5,0.07,0.086,0.131,0.273,0.0,1.0,1.0,0.0,0.0,-0.93,0.0,0.07,0.0,1.0,0.014
LIPNet,DP04158,0.5,0.083,0.102,0.153,0.312,0.0,1.0,1.0,0.0,0.0,-0.917,0.0,0.083,0.0,1.0,0.014
LIPNet,DP04159,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04160,0.5,0.198,0.236,0.331,0.552,0.0,1.0,1.0,0.0,0.0,-0.802,0.0,0.198,0.0,1.0,0.014
LIPNet,DP04161,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04163,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04164,0.5,0.772,0.809,0.871,0.944,0.0,1.0,1.0,0.0,0.0,-0.228,0.0,0.772,0.0,1.0,0.014
LIPNet,DP04165,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04166,0.5,0.037,0.046,0.071,0.161,0.0,1.0,1.0,0.0,0.0,-0.963,0.0,0.037,0.0,1.0,0.014
LIPNet,DP04167,0.5,0.377,0.431,0.548,0.752,0.0,1.0,1.0,0.0,0.0,-0.623,0.0,0.377,0.0,1.0,0.014
LIPNet,DP04169,0.5,0.091,0.111,0.167,0.334,0.0,1.0,1.0,0.0,0.0,-0.909,0.0,0.091,0.0,1.0,0.014
LIPNet,DP04170,0.5,0.099,0.121,0.18,0.355,0.0,1.0,1.0,0.0,0.0,-0.901,0.0,0.099,0.0,1.0,0.014
LIPNet,DP04171,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04172,0.5,0.527,0.582,0.69,0.848,0.0,1.0,1.0,0.0,0.0,-0.473,0.0,0.527,0.0,1.0,0.014
LIPNet,DP04173,0.5,0.416,0.471,0.588,0.781,0.0,1.0,1.0,0.0,0.0,-0.584,0.0,0.416,0.0,1.0,0.014
LIPNet,DP04174,0.5,0.288,0.336,0.447,0.669,0.0,1.0,1.0,0.0,0.0,-0.712,0.0,0.288,0.0,1.0,0.014
LIPNet,DP04175,0.5,0.284,0.331,0.442,0.665,0.0,1.0,1.0,0.0,0.0,-0.716,0.0,0.284,0.0,1.0,0.014
LIPNet,DP04176,0.5,0.095,0.116,0.174,0.344,0.0,1.0,1.0,0.0,0.0,-0.905,0.0,0.095,0.0,1.0,0.014
LIPNet,DP04177,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04178,0.479,0.142,0.172,0.249,0.448,0.042,1.0,1.0,-0.042,-0.189,-0.857,0.0,0.143,0.0,0.958,0.014
LIPNet,DP04179,0.5,0.17,0.204,0.291,0.506,0.0,1.0,1.0,0.0,0.0,-0.83,0.0,0.17,0.0,1.0,0.014
LIPNet,DP04180,0.5,0.414,0.469,0.586,0.779,0.0,1.0,1.0,0.0,0.0,-0.586,0.0,0.414,0.0,1.0,0.014
LIPNet,DP04182,0.5,0.427,0.482,0.598,0.788,0.0,1.0,1.0,0.0,0.0,-0.573,0.0,0.427,0.0,1.0,0.014
LIPNet,DP04183,0.5,0.219,0.26,0.359,0.584,0.0,1.0,1.0,0.0,0.0,-0.781,0.0,0.219,0.0,1.0,0.014
LIPNet,DP04184,0.5,0.275,0.322,0.431,0.655,0.0,1.0,1.0,0.0,0.0,-0.725,0.0,0.275,0.0,1.0,0.014
LIPNet,DP04185,0.5,0.36,0.413,0.529,0.738,0.0,1.0,1.0,0.0,0.0,-0.64,0.0,0.36,0.0,1.0,0.014
LIPNet,DP04186,0.5,0.576,0.629,0.731,0.872,0.0,1.0,1.0,0.0,0.0,-0.424,0.0,0.576,0.0,1.0,0.014
LIPNet,DP04187,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04188,0.511,0.057,0.07,0.108,0.232,0.0,0.0,0.978,0.022,0.035,0.057,1.0,0.057,0.022,1.0,0.014
LIPNet,DP04189,0.5,0.102,0.124,0.185,0.362,0.0,1.0,1.0,0.0,0.0,-0.898,0.0,0.102,0.0,1.0,0.014
LIPNet,DP04190,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04191,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04192,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04193,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04195,0.5,0.384,0.438,0.555,0.757,0.0,1.0,1.0,0.0,0.0,-0.616,0.0,0.384,0.0,1.0,0.014
